created_time,_id,positive,negative,neutral,compound,subjectivity,flair,flair score,aspect terms,aspect tb polarity,aspect tb subjectivity,aspect flair
2016-08-17T10:47:25+0000,,0,0,1,0,0,POSITIVE,0.879221618175507,,0,0,0
2016-11-16T20:59:13+0000,,0,0.249,0.751,-0.6486,0.25,NEGATIVE,-0.999450266361237,religious/,0,0.25,0.97358638048172
2016-07-27T10:12:10+0000,,0.068,0.395,0.537,-0.891,0.8,NEGATIVE,-0.985137104988098,innocent/,0.5,0.7,0.997673690319061
2016-11-16T19:37:58+0000,,0.733,0,0.267,0.6705,0,NEGATIVE,-0.999734818935394,barbaric/,0,0,-0.999966979026794
2016-08-23T20:01:32+0000,,0,0,1,0,0.45,POSITIVE,0.996963679790497,,0,0,0
2016-11-09T21:37:53+0000,,0.6,0,0.4,0.5423,0,NEGATIVE,-0.729598581790924,colonial/,0,0,-0.657203137874603
2016-10-12T11:06:15+0000,,0,0.247,0.753,-0.3182,0,NEGATIVE,-0.997887790203095,,0,0,0
2017-01-15T16:33:06+0000,,0,0,1,0,0,POSITIVE,0.658792734146118,Roman/,0,0,-0.752468526363373
2016-03-23T08:23:37+0000,,0,0.286,0.714,-0.6808,0,NEGATIVE,-0.995255529880524,barbaric/,0,0,-0.999966979026794
2017-03-29T08:30:18+0000,,0,0.468,0.532,-0.6597,0.7,NEGATIVE,-0.999908328056335,backward/,0,0,-0.999569952487946
2017-02-17T08:46:29+0000,,0,0.13,0.87,-0.128,0,POSITIVE,0.9011589884758,,0,0,0
2016-10-02T20:33:05+0000,,0,0,1,0,0,NEGATIVE,-0.999898552894592,barbaric/,0,0,-0.999966979026794
2017-02-08T19:39:12+0000,,0.39,0,0.61,0.4939,0,POSITIVE,0.996271967887878,,0,0,0
2016-11-06T01:12:58+0000,,0,0,1,0,0,NEGATIVE,-0.984338700771332,,0,0,0
2017-03-19T15:09:04+0000,,0.565,0,0.435,0.5994,0.875,POSITIVE,0.992283165454865,,0,0,0
2016-05-11T08:59:58+0000,,0,0.13,0.87,-0.0516,0,NEGATIVE,-0.995431184768677,,0,0,0
2016-07-20T23:05:49+0000,,0.169,0.069,0.762,0.8357,0.589393939393939,POSITIVE,0.993951737880707,Very Impressed/Very Impressive/Most/So Much/,0.675,0.675,0.978228539228439
2017-03-26T15:12:55+0000,,0,0.495,0.505,-0.5994,0,POSITIVE,0.998996555805206,,0,0,0
2016-07-17T05:34:46+0000,,0,0,1,0,0,NEGATIVE,-0.534532904624939,,0,0,0
2016-06-15T15:25:43+0000,,0,0.207,0.793,-0.7783,0.75,NEGATIVE,-0.98520165681839,worse/,-0.4,0.6,-0.999942541122437
2016-06-01T10:01:23+0000,,0.102,0.079,0.819,-0.0258,0.5,NEGATIVE,-0.928509116172791,ethnic/territorial/arrogant/colonized/conquest/soft/true/,0.0642857142857143,0.142857142857143,0.261931342738015
2016-08-23T16:11:10+0000,,0,0,1,0,0.1,POSITIVE,0.995239615440369,few/,-0.2,0.1,-0.542768478393555
2017-03-25T01:40:16+0000,,0,0,1,0,0,NEGATIVE,-0.898427069187164,Nazi/,0,0,-0.999971270561218
2016-07-01T11:49:10+0000,,0,0,1,0,0,POSITIVE,0.565443396568298,,0,0,0
2016-06-10T08:33:20+0000,,0.235,0.214,0.55,0.1779,0.52962962962963,NEGATIVE,-0.998982608318329,medieval/ignorant/sure/,0.166666666666667,0.296296296296296,0.251513103644053
2017-02-08T16:26:31+0000,,0,0.625,0.375,-0.1695,0.9,NEGATIVE,-0.994366049766541,surprised/,0.1,0.9,0.993702530860901
